GEOID,YEAR,CAT,HH,MOVE_OUT,MOVE_IN,MOVE_WITHIN
17197880419,2006-2007,very_low,3,1,0,0
17197880420,2006-2007,very_low,2,0,0,0
17197883213,2006-2007,very_low,5,0,0,0
17197883215,2006-2007,very_low,5,0,0,0
17197883214,2006-2007,very_low,106,8,0,0
17197883210,2006-2007,very_low,53,1,1,1
17197883211,2006-2007,very_low,6,0,0,0
17197882601,2006-2007,very_low,8,1,0,0
17197882602,2006-2007,very_low,187,21,10,2
17197882702,2006-2007,very_low,293,48,20,2
17197882802,2006-2007,very_low,439,39,24,0
17197881601,2006-2007,very_low,127,17,5,3
17197883516,2006-2007,very_low,1,0,0,0
17197883519,2006-2007,very_low,27,3,10,1
17197883514,2006-2007,very_low,24,0,0,0
17197883522,2006-2007,very_low,,,,
17197883515,2006-2007,very_low,24,4,2,0
17197881116,2006-2007,very_low,2,0,0,0
17197881112,2006-2007,very_low,19,1,4,1
17197881302,2006-2007,very_low,115,15,15,1
17197881011,2006-2007,very_low,16,0,3,0
17197881012,2006-2007,very_low,4,0,0,0
17197883208,2006-2007,very_low,137,29,16,2
17197881604,2006-2007,very_low,337,56,27,5
17197880903,2006-2007,very_low,363,73,46,4
17197881402,2006-2007,very_low,31,8,2,0
17197881108,2006-2007,very_low,43,3,5,0
17197881007,2006-2007,very_low,,,,
17197881010,2006-2007,very_low,,,,
17197880901,2006-2007,very_low,37,1,0,0
17197884101,2006-2007,very_low,42,3,2,0
17197884103,2006-2007,very_low,54,11,3,0
17197883209,2006-2007,very_low,,,,
17197880414,2006-2007,very_low,1,0,0,0
17197880601,2006-2007,very_low,52,4,5,0
17197880410,2006-2007,very_low,14,0,0,0
17197880415,2006-2007,very_low,10,1,0,1
17197880417,2006-2007,very_low,2,0,1,0
17197880421,2006-2007,very_low,1,0,0,0
17197880411,2006-2007,very_low,19,2,3,1
17197883304,2006-2007,very_low,1,0,0,0
17197980100,2006-2007,very_low,13,0,2,0
17197880204,2006-2007,very_low,76,19,16,2
17197881009,2006-2007,very_low,3,0,1,0
17197880602,2006-2007,very_low,232,34,18,4
17197880701,2006-2007,very_low,101,17,7,1
17197880702,2006-2007,very_low,69,8,9,2
17197883521,2006-2007,very_low,22,2,5,0
17197883517,2006-2007,very_low,122,24,10,0
17197883513,2006-2007,very_low,1,0,0,0
17197881115,2006-2007,very_low,10,4,1,0
17197880117,2006-2007,very_low,242,17,18,1
17197880303,2006-2007,very_low,,,,
17197880313,2006-2007,very_low,,,,
17197880314,2006-2007,very_low,,,,
17197881113,2006-2007,very_low,4,0,0,0
17197881111,2006-2007,very_low,44,7,6,2
17197881107,2006-2007,very_low,38,7,2,0
17197881301,2006-2007,very_low,181,21,11,3
17197880308,2006-2007,very_low,3,0,0,0
17197880121,2006-2007,very_low,1,0,0,0
17197880116,2006-2007,very_low,,,,
17197880118,2006-2007,very_low,4,0,0,0
17197880115,2006-2007,very_low,,,,
17197880120,2006-2007,very_low,1,0,1,0
17197880304,2006-2007,very_low,,,,
17197882701,2006-2007,very_low,25,7,1,0
17197882801,2006-2007,very_low,337,28,21,0
17197881603,2006-2007,very_low,473,49,50,4
17197881401,2006-2007,very_low,120,21,11,0
17197880905,2006-2007,very_low,44,3,2,0
17197880505,2006-2007,very_low,4,1,0,0
17197880408,2006-2007,very_low,,,,
17197880119,2006-2007,very_low,1,0,0,0
17197880306,2006-2007,very_low,5,1,0,0
17197883902,2006-2007,very_low,104,6,1,0
17197883206,2006-2007,very_low,204,26,25,0
17197880404,2006-2007,very_low,134,21,15,5
17197881105,2006-2007,very_low,2,0,0,0
17197883602,2006-2007,very_low,50,4,6,2
17197883603,2006-2007,very_low,319,26,27,4
17197880502,2006-2007,very_low,63,11,2,1
17197880507,2006-2007,very_low,176,28,21,3
17197880503,2006-2007,very_low,3,0,0,0
17197883216,2006-2007,very_low,2,0,0,0
17197880412,2006-2007,very_low,,,,
17197883303,2006-2007,very_low,17,3,4,0
17197883605,2006-2007,very_low,226,15,20,8
17197880114,2006-2007,very_low,8,0,2,1
17197880203,2006-2007,very_low,3,0,0,0
17197882500,2006-2007,very_low,288,34,18,5
17197882100,2006-2007,very_low,260,119,15,2
17197882000,2006-2007,very_low,460,41,36,5
17197881900,2006-2007,very_low,588,51,41,9
17197881800,2006-2007,very_low,181,24,13,4
17197881700,2006-2007,very_low,48,8,4,1
17197880310,2006-2007,very_low,1,0,0,0
17197883307,2006-2007,very_low,28,5,2,1
17197884003,2006-2007,very_low,53,8,11,6
17197880312,2006-2007,very_low,,,,
17197881500,2006-2007,very_low,81,3,6,2
17197883100,2006-2007,very_low,297,26,39,11
17197883000,2006-2007,very_low,233,7,17,3
17197882900,2006-2007,very_low,153,17,16,2
17197882400,2006-2007,very_low,255,40,22,1
17197882300,2006-2007,very_low,155,16,20,2
17197882200,2006-2007,very_low,214,26,23,5
17197881200,2006-2007,very_low,566,66,40,22
17197881006,2006-2007,very_low,,,,
17197881005,2006-2007,very_low,,,,
17197881002,2006-2007,very_low,27,4,1,0
17197881001,2006-2007,very_low,16,2,1,0
17197883505,2006-2007,very_low,20,1,3,0
17197883504,2006-2007,very_low,23,3,2,1
17197880309,2006-2007,very_low,,,,
17197880307,2006-2007,very_low,,,,
17197880305,2006-2007,very_low,,,,
17197883810,2006-2007,very_low,,,,
17197883808,2006-2007,very_low,17,0,0,0
17197883811,2006-2007,very_low,45,6,1,0
17197880113,2006-2007,very_low,,,,
17197880111,2006-2007,very_low,6,0,0,0
17197880107,2006-2007,very_low,3,1,0,0
17197880106,2006-2007,very_low,,,,
17197880202,2006-2007,very_low,41,2,3,0
17197880112,2006-2007,very_low,,,,
17197880109,2006-2007,very_low,,,,
17197883809,2006-2007,very_low,75,5,7,0
17197883606,2006-2007,very_low,6,0,0,0
17197883511,2006-2007,very_low,1,0,0,0
17197884004,2006-2007,very_low,77,9,6,0
17197883401,2006-2007,very_low,272,29,13,11
17197884005,2006-2007,very_low,4,0,0,0
17197880105,2006-2007,very_low,,,,
17197883806,2006-2007,very_low,,,,
17197883804,2006-2007,very_low,202,26,27,1
17197883803,2006-2007,very_low,455,84,47,8
17197883700,2006-2007,very_low,171,21,13,6
17197883903,2006-2007,very_low,33,7,2,0
17197883904,2006-2007,very_low,123,12,9,3
17197881109,2006-2007,very_low,161,36,15,1
17197883507,2006-2007,very_low,4,1,1,0
17197883510,2006-2007,very_low,7,1,1,0
17197883305,2006-2007,very_low,4,0,0,0
17197883306,2006-2007,very_low,30,6,6,2
17197883509,2006-2007,very_low,63,13,14,1
17197980000,2006-2007,very_low,,,,
17197884006,2006-2007,very_low,4,1,1,0
17197883402,2006-2007,very_low,105,1,4,1
17197883212,2006-2007,very_low,,,,
17197880416,2006-2007,very_low,1,0,0,0
17197880418,2006-2007,very_low,6,0,0,0
17043841325,2006-2007,very_low,1,0,0,0
17043841313,2006-2007,very_low,7,1,4,0
17043841316,2006-2007,very_low,1,0,0,0
17043841404,2006-2007,very_low,91,6,1,0
17043841314,2006-2007,very_low,5,0,0,0
17043842200,2006-2007,very_low,322,29,21,4
17043842300,2006-2007,very_low,1,0,0,0
17043842400,2006-2007,very_low,148,22,9,1
17043842500,2006-2007,very_low,29,7,5,1
17043842601,2006-2007,very_low,,,,
17043842602,2006-2007,very_low,,,,
17043841315,2006-2007,very_low,142,14,11,1
17043841318,2006-2007,very_low,,,,
17043841321,2006-2007,very_low,,,,
17043841326,2006-2007,very_low,86,10,17,0
17043841323,2006-2007,very_low,,,,
17043841327,2006-2007,very_low,1,0,0,0
17043841322,2006-2007,very_low,,,,
17043842603,2006-2007,very_low,5,1,0,0
17043842604,2006-2007,very_low,341,10,17,11
17043842605,2006-2007,very_low,35,3,6,1
17043842702,2006-2007,very_low,28,2,2,0
17043842703,2006-2007,very_low,,,,
17043842704,2006-2007,very_low,140,20,10,3
17043841114,2006-2007,very_low,3,0,0,0
17043841112,2006-2007,very_low,6,1,0,0
17043842709,2006-2007,very_low,1,0,0,0
17043841706,2006-2007,very_low,294,47,25,6
17043841210,2006-2007,very_low,298,54,23,6
17043841208,2006-2007,very_low,144,34,14,6
17043841704,2006-2007,very_low,165,12,3,0
17043841111,2006-2007,very_low,21,2,1,0
17043841113,2006-2007,very_low,115,22,9,1
17043842706,2006-2007,very_low,67,10,2,0
17043843700,2006-2007,very_low,24,2,4,0
17043843200,2006-2007,very_low,289,31,22,6
17043844602,2006-2007,very_low,2,0,0,0
17043843500,2006-2007,very_low,260,31,21,2
17043843400,2006-2007,very_low,18,1,1,0
17043841003,2006-2007,very_low,74,9,9,0
17043841004,2006-2007,very_low,175,35,20,5
17043843302,2006-2007,very_low,15,2,6,0
17043841207,2006-2007,very_low,,,,
17043840911,2006-2007,very_low,1,0,0,0
17043840908,2006-2007,very_low,138,12,11,0
17043843301,2006-2007,very_low,52,2,3,1
17043844100,2006-2007,very_low,2,0,0,0
17043843900,2006-2007,very_low,58,6,2,1
17043843800,2006-2007,very_low,265,65,24,8
17043842900,2006-2007,very_low,146,11,4,2
17043842800,2006-2007,very_low,19,1,1,0
17043844601,2006-2007,very_low,5,0,0,0
17043846702,2006-2007,very_low,103,12,8,0
17043841109,2006-2007,very_low,117,14,7,1
17043840904,2006-2007,very_low,248,44,28,5
17043840907,2006-2007,very_low,277,25,15,0
17043841110,2006-2007,very_low,106,10,7,3
17043841310,2006-2007,very_low,,,,
17043846604,2006-2007,very_low,81,6,4,3
17043846603,2006-2007,very_low,312,25,16,3
17043841901,2006-2007,very_low,1,0,0,0
17043846314,2006-2007,very_low,12,1,0,0
17043844501,2006-2007,very_low,2,0,0,0
17043842710,2006-2007,very_low,50,8,2,0
17043841308,2006-2007,very_low,,,,
17043840304,2006-2007,very_low,33,2,3,0
17043840703,2006-2007,very_low,515,63,31,5
17043840706,2006-2007,very_low,,,,
17043840705,2006-2007,very_low,47,2,4,1
17043840704,2006-2007,very_low,407,37,16,4
17043844901,2006-2007,very_low,219,25,18,4
17043844801,2006-2007,very_low,23,2,0,0
17043845509,2006-2007,very_low,7,0,1,0
17043845507,2006-2007,very_low,1,0,0,0
17043845505,2006-2007,very_low,218,40,21,2
17043845808,2006-2007,very_low,,,,
17043846310,2006-2007,very_low,491,99,51,13
17043846308,2006-2007,very_low,306,47,26,8
17043844402,2006-2007,very_low,179,29,27,3
17043844401,2006-2007,very_low,,,,
17043844301,2006-2007,very_low,176,24,20,2
17043844202,2006-2007,very_low,,,,
17043844201,2006-2007,very_low,166,22,16,3
17043843100,2006-2007,very_low,304,34,17,7
17043843000,2006-2007,very_low,23,8,1,0
17043846523,2006-2007,very_low,10,1,0,0
17043846521,2006-2007,very_low,,,,
17043846517,2006-2007,very_low,3,2,0,1
17043846511,2006-2007,very_low,,,,
17043846509,2006-2007,very_low,92,17,19,2
17043846519,2006-2007,very_low,,,,
17043846507,2006-2007,very_low,115,22,14,5
17043846504,2006-2007,very_low,335,27,18,4
17043846405,2006-2007,very_low,66,9,11,0
17043846404,2006-2007,very_low,393,54,44,6
17043844701,2006-2007,very_low,72,8,3,1
17043846206,2006-2007,very_low,87,7,9,0
17043846408,2006-2007,very_low,,,,
17043844001,2006-2007,very_low,5,0,0,0
17043842708,2006-2007,very_low,1,0,0,0
17043841703,2006-2007,very_low,1038,116,67,21
17043841606,2006-2007,very_low,2,1,0,0
17043846701,2006-2007,very_low,173,12,9,0
17043840303,2006-2007,very_low,293,20,13,3
17043841209,2006-2007,very_low,29,1,1,0
17043846201,2006-2007,very_low,114,15,5,2
17043846305,2006-2007,very_low,138,13,3,3
17043846304,2006-2007,very_low,15,5,0,0
17043846202,2006-2007,very_low,5,4,0,0
17043846207,2006-2007,very_low,1,0,3,0
17043840910,2006-2007,very_low,72,9,6,0
17043841705,2006-2007,very_low,265,24,12,3
17043840906,2006-2007,very_low,102,10,3,0
17043841324,2006-2007,very_low,,,,
17043841320,2006-2007,very_low,,,,
17043841312,2006-2007,very_low,247,39,17,1
17043846515,2006-2007,very_low,1,0,1,0
17043846205,2006-2007,very_low,,,,
17043846104,2006-2007,very_low,63,7,3,1
17043846203,2006-2007,very_low,2,0,0,0
17043846103,2006-2007,very_low,148,20,13,0
17043846102,2006-2007,very_low,287,66,29,4
17043846002,2006-2007,very_low,175,17,13,1
17043846518,2006-2007,very_low,14,6,1,0
17043846510,2006-2007,very_low,197,52,38,5
17043846522,2006-2007,very_low,17,7,0,0
17043846409,2006-2007,very_low,3,0,0,0
17043846514,2006-2007,very_low,1,0,0,0
17043846513,2006-2007,very_low,,,,
17043846524,2006-2007,very_low,,,,
17043845300,2006-2007,very_low,,,,
17043845602,2006-2007,very_low,229,29,22,2
17043845704,2006-2007,very_low,118,12,8,1
17043844702,2006-2007,very_low,39,2,15,0
17043845703,2006-2007,very_low,144,13,1,0
17043845502,2006-2007,very_low,273,51,12,2
17043846208,2006-2007,very_low,3,0,0,0
17043846209,2006-2007,very_low,3,0,0,0
17043846313,2006-2007,very_low,,,,
17043846315,2006-2007,very_low,4,1,1,0
17043846312,2006-2007,very_low,235,50,18,2
17043846105,2006-2007,very_low,4,1,3,0
17043845802,2006-2007,very_low,,,,
17043845100,2006-2007,very_low,6,1,1,1
17043845000,2006-2007,very_low,192,24,12,2
17043845805,2006-2007,very_low,122,26,13,0
17043845803,2006-2007,very_low,296,49,28,10
17043845601,2006-2007,very_low,219,19,12,2
17043845702,2006-2007,very_low,2,0,0,0
17043845701,2006-2007,very_low,1,0,0,0
17043846311,2006-2007,very_low,169,36,10,5
17043845809,2006-2007,very_low,2,0,0,0
17043845810,2006-2007,very_low,87,17,5,2
17043845807,2006-2007,very_low,,,,
17043845811,2006-2007,very_low,102,8,11,0
17043845508,2006-2007,very_low,17,1,0,0
17043846307,2006-2007,very_low,193,11,10,2
17043845200,2006-2007,very_low,,,,
17043840000,2006-2007,very_low,160,15,7,3
17043840101,2006-2007,very_low,96,11,19,1
17043840102,2006-2007,very_low,166,24,13,1
17043840103,2006-2007,very_low,98,8,4,0
17043840104,2006-2007,very_low,466,28,25,7
17043840201,2006-2007,very_low,4,0,0,0
17043845401,2006-2007,very_low,,,,
17043845901,2006-2007,very_low,,,,
17043845402,2006-2007,very_low,26,3,0,0
17043845902,2006-2007,very_low,19,2,0,0
17043845506,2006-2007,very_low,333,37,30,1
17043845510,2006-2007,very_low,266,61,17,5
17043844502,2006-2007,very_low,3,0,0,0
17043844306,2006-2007,very_low,125,11,5,1
17043840202,2006-2007,very_low,2,0,0,0
17043840600,2006-2007,very_low,156,19,6,0
17043840801,2006-2007,very_low,375,20,19,7
17043840802,2006-2007,very_low,256,26,21,6
17043840901,2006-2007,very_low,118,12,16,0
17043844307,2006-2007,very_low,297,46,24,11
17043843601,2006-2007,very_low,198,28,17,1
17043843602,2006-2007,very_low,29,4,3,1
17043844002,2006-2007,very_low,11,1,0,0
17043844304,2006-2007,very_low,164,33,15,3
17043846004,2006-2007,very_low,187,13,12,6
17043846003,2006-2007,very_low,115,17,5,3
17043841002,2006-2007,very_low,14,0,3,1
17043841102,2006-2007,very_low,14,1,1,0
17043841103,2006-2007,very_low,9,2,0,0
17043841104,2006-2007,very_low,52,8,4,1
17043841108,2006-2007,very_low,30,5,2,1
17043841204,2006-2007,very_low,55,5,7,2
17043841205,2006-2007,very_low,10,0,0,0
17043844902,2006-2007,very_low,267,21,10,2
17043844802,2006-2007,very_low,111,6,5,0
17043842711,2006-2007,very_low,,,,
17043846106,2006-2007,very_low,1,0,0,0
17043844305,2006-2007,very_low,72,10,8,1
17043841902,2006-2007,very_low,60,8,4,1
17043846411,2006-2007,very_low,296,71,43,7
17043841206,2006-2007,very_low,71,5,1,0
17043841307,2006-2007,very_low,1,0,0,0
17043841401,2006-2007,very_low,85,7,7,0
17043841501,2006-2007,very_low,201,22,6,2
17043841603,2006-2007,very_low,77,11,5,1
17043841801,2006-2007,very_low,39,2,1,2
17043841802,2006-2007,very_low,,,,
17043842000,2006-2007,very_low,3,0,0,0
17043842100,2006-2007,very_low,3,1,0,0
17043846410,2006-2007,very_low,468,107,60,6
17043846412,2006-2007,very_low,127,28,14,4
17043846413,2006-2007,very_low,125,38,9,9
17043841607,2006-2007,very_low,21,2,5,0
17043841604,2006-2007,very_low,2,0,31,2
17043841605,2006-2007,very_low,20,4,1,0
17043841503,2006-2007,very_low,8,2,0,0
17043841504,2006-2007,very_low,161,7,20,4
17043841403,2006-2007,very_low,14,1,2,0
17111870301,2006-2007,very_low,215,28,13,7
17111871600,2006-2007,very_low,19,1,0,1
17111871500,2006-2007,very_low,26,1,1,0
17111871310,2006-2007,very_low,19,5,0,0
17111871209,2006-2007,very_low,11,0,0,0
17111871207,2006-2007,very_low,16,3,3,0
17111871109,2006-2007,very_low,,,,
17111871107,2006-2007,very_low,,,,
17111871105,2006-2007,very_low,1,0,0,0
17111870302,2006-2007,very_low,195,14,3,5
17111871311,2006-2007,very_low,36,5,3,0
17111871208,2006-2007,very_low,1,0,0,0
17111871108,2006-2007,very_low,,,,
17111871106,2006-2007,very_low,5,0,0,0
17111870102,2006-2007,very_low,10,0,0,0
17111870101,2006-2007,very_low,151,27,6,4
17111870809,2006-2007,very_low,30,3,11,0
17111871104,2006-2007,very_low,201,23,19,2
17111870812,2006-2007,very_low,1,1,1,0
17111870811,2006-2007,very_low,8,0,0,0
17111870810,2006-2007,very_low,11,5,0,0
17111870808,2006-2007,very_low,20,3,0,0
17111870803,2006-2007,very_low,7,2,0,0
17111870702,2006-2007,very_low,37,7,4,0
17111870704,2006-2007,very_low,3,0,0,0
17111870605,2006-2007,very_low,150,12,4,1
17111870606,2006-2007,very_low,508,53,43,12
17111871003,2006-2007,very_low,56,10,8,0
17111870500,2006-2007,very_low,12,1,1,0
17111870401,2006-2007,very_low,28,2,2,0
17111870603,2006-2007,very_low,28,1,2,0
17111870703,2006-2007,very_low,4,0,1,0
17111871306,2006-2007,very_low,10,3,1,0
17111870807,2006-2007,very_low,156,15,5,4
17111870604,2006-2007,very_low,279,30,33,9
17111870905,2006-2007,very_low,594,67,69,20
17111870902,2006-2007,very_low,166,28,6,3
17111870903,2006-2007,very_low,259,23,26,4
17111870904,2006-2007,very_low,55,5,5,0
17111871004,2006-2007,very_low,245,32,15,13
17111870402,2006-2007,very_low,177,28,9,1
17111871202,2006-2007,very_low,277,43,19,8
17111871305,2006-2007,very_low,1,0,0,0
17111871402,2006-2007,very_low,30,1,1,3
17111871205,2006-2007,very_low,34,8,3,0
17111871307,2006-2007,very_low,47,0,4,0
17111871304,2006-2007,very_low,1,0,0,0
17111871301,2006-2007,very_low,134,10,4,1
17111871404,2006-2007,very_low,32,2,2,0
17111871201,2006-2007,very_low,62,10,10,1
17111871206,2006-2007,very_low,,,,
17111870200,2006-2007,very_low,137,20,9,2
17093890102,2006-2007,very_low,57,3,3,2
17093890101,2006-2007,very_low,,,,
17093890302,2006-2007,very_low,17,1,2,0
17093890301,2006-2007,very_low,130,21,16,3
17093890201,2006-2007,very_low,3,0,2,0
17093890202,2006-2007,very_low,48,2,4,0
17093890500,2006-2007,very_low,213,10,12,9
17093890600,2006-2007,very_low,107,16,11,7
17093890400,2006-2007,very_low,243,27,89,5
17093890700,2006-2007,very_low,55,1,3,0
17031840300,2006-2007,very_low,132,3,4,1
17031840200,2006-2007,very_low,65,0,0,0
17031841100,2006-2007,very_low,426,8,1,7
17031841200,2006-2007,very_low,697,28,37,7
17031838200,2006-2007,very_low,94,7,8,0
17031770201,2006-2007,very_low,210,18,12,4
17031804610,2006-2007,very_low,4,0,0,0
17031804715,2006-2007,very_low,7,1,0,0
17031804108,2006-2007,very_low,,,,
17031803701,2006-2007,very_low,38,5,1,1
17031650301,2006-2007,very_low,78,11,3,0
17031530503,2006-2007,very_low,280,40,28,1
17031530501,2006-2007,very_low,644,64,33,3
17031760803,2006-2007,very_low,72,4,1,0
17031540102,2006-2007,very_low,607,28,88,33
17031540101,2006-2007,very_low,703,143,20,36
17031440201,2006-2007,very_low,1674,87,68,14
17031839000,2006-2007,very_low,,,,
17031833300,2006-2007,very_low,8,1,2,0
17031832900,2006-2007,very_low,1,0,0,0
17031838000,2006-2007,very_low,733,22,19,1
17031838100,2006-2007,very_low,345,18,39,1
17031833100,2006-2007,very_low,738,107,143,27
17031839100,2006-2007,very_low,1727,70,104,51
17031803016,2006-2007,very_low,39,4,3,0
17031802403,2006-2007,very_low,1,0,0,0
17031802607,2006-2007,very_low,,,,
17031803012,2006-2007,very_low,,,,
17031830008,2006-2007,very_low,52,4,1,0
17031030601,2006-2007,very_low,437,29,21,4
17031030604,2006-2007,very_low,448,26,24,0
17031030706,2006-2007,very_low,215,7,13,1
17031040201,2006-2007,very_low,191,26,9,2
17031040202,2006-2007,very_low,35,1,2,1
17031020801,2006-2007,very_low,3,0,0,0
17031020702,2006-2007,very_low,4,0,0,1
17031020802,2006-2007,very_low,12,1,1,0
17031020301,2006-2007,very_low,140,5,6,1
17031838700,2006-2007,very_low,866,45,31,7
17031841500,2006-2007,very_low,636,42,13,8
17031838600,2006-2007,very_low,318,10,16,2
17031837300,2006-2007,very_low,371,27,21,3
17031837800,2006-2007,very_low,454,12,22,0
17031837400,2006-2007,very_low,426,27,15,1
17031836900,2006-2007,very_low,140,12,11,3
17031824123,2006-2007,very_low,34,4,3,0
17031824117,2006-2007,very_low,,,,
17031825304,2006-2007,very_low,77,11,5,1
17031824122,2006-2007,very_low,6,1,0,0
17031824121,2006-2007,very_low,5,0,0,0
17031824113,2006-2007,very_low,,,,
17031824006,2006-2007,very_low,1,0,1,0
17031824005,2006-2007,very_low,14,2,3,2
17031824003,2006-2007,very_low,46,8,2,0
17031824004,2006-2007,very_low,61,2,2,0
17031823806,2006-2007,very_low,438,41,26,1
17031824114,2006-2007,very_low,2,0,0,0
17031824116,2006-2007,very_low,302,25,20,8
17031020601,2006-2007,very_low,21,1,0,0
17031020602,2006-2007,very_low,,,,
17031020302,2006-2007,very_low,19,4,0,0
17031020902,2006-2007,very_low,28,1,0,0
17031010701,2006-2007,very_low,167,28,18,2
17031030103,2006-2007,very_low,234,18,16,0
17031030102,2006-2007,very_low,347,30,23,1
17031010502,2006-2007,very_low,434,57,21,2
17031010503,2006-2007,very_low,172,16,11,2
17031010702,2006-2007,very_low,570,60,30,15
17031837100,2006-2007,very_low,417,23,10,0
17031837000,2006-2007,very_low,401,18,12,9
17031831400,2006-2007,very_low,366,15,9,2
17031831300,2006-2007,very_low,144,4,7,1
17031833000,2006-2007,very_low,228,17,2,0
17031820603,2006-2007,very_low,87,5,5,3
17031820604,2006-2007,very_low,481,50,19,10
17031820606,2006-2007,very_low,136,4,8,0
17031813701,2006-2007,very_low,203,8,8,1
17031813802,2006-2007,very_low,423,34,17,4
17031812301,2006-2007,very_low,,,,
17031812801,2006-2007,very_low,1,0,0,0
17031812802,2006-2007,very_low,6,0,0,0
17031812302,2006-2007,very_low,,,,
17031760801,2006-2007,very_low,66,4,0,0
17031010201,2006-2007,very_low,693,56,37,6
17031020901,2006-2007,very_low,15,2,0,0
17031020701,2006-2007,very_low,,,,
17031010501,2006-2007,very_low,652,47,37,8
17031252101,2006-2007,very_low,374,16,7,2
17031252102,2006-2007,very_low,1214,64,54,7
17031252202,2006-2007,very_low,928,42,23,9
17031806201,2006-2007,very_low,344,39,39,3
17031806202,2006-2007,very_low,273,13,14,0
17031804716,2006-2007,very_low,40,3,1,0
17031804611,2006-2007,very_low,,,,
17031804608,2006-2007,very_low,,,,
17031804609,2006-2007,very_low,1,1,0,0
17031804511,2006-2007,very_low,85,8,0,0
17031040401,2006-2007,very_low,71,8,1,0
17031220601,2006-2007,very_low,78,7,10,0
17031210502,2006-2007,very_low,485,17,16,1
17031220602,2006-2007,very_low,859,107,67,7
17031210602,2006-2007,very_low,485,29,24,6
17031220901,2006-2007,very_low,291,18,12,3
17031220902,2006-2007,very_low,278,24,18,3
17031200401,2006-2007,very_low,304,22,9,3
17031160501,2006-2007,very_low,80,9,1,0
17031828506,2006-2007,very_low,393,20,22,6
17031804509,2006-2007,very_low,58,7,1,1
17031804510,2006-2007,very_low,204,11,5,1
17031804309,2006-2007,very_low,1,0,0,0
17031804404,2006-2007,very_low,9,1,0,0
17031804406,2006-2007,very_low,24,4,4,0
17031804507,2006-2007,very_low,6,0,2,1
17031804403,2006-2007,very_low,85,12,7,1
17031804310,2006-2007,very_low,,,,
17031200402,2006-2007,very_low,320,18,3,5
17031191301,2006-2007,very_low,246,16,9,1
17031190601,2006-2007,very_low,137,12,4,1
17031191302,2006-2007,very_low,300,20,12,2
17031190701,2006-2007,very_low,167,13,3,2
17031190702,2006-2007,very_low,343,21,11,4
17031190401,2006-2007,very_low,52,5,1,1
17031190602,2006-2007,very_low,327,22,15,3
17031190402,2006-2007,very_low,104,11,2,2
17031832100,2006-2007,very_low,480,83,27,1
17031843800,2006-2007,very_low,338,17,9,1
17031842800,2006-2007,very_low,464,24,14,4
17031980100,2006-2007,very_low,1,0,1,0
17031842400,2006-2007,very_low,428,26,17,4
17031804311,2006-2007,very_low,,,,
17031804713,2006-2007,very_low,1,1,0,0
17031804714,2006-2007,very_low,,,,
17031804109,2006-2007,very_low,4,0,0,0
17031803702,2006-2007,very_low,50,9,9,1
17031803612,2006-2007,very_low,24,4,1,0
17031803611,2006-2007,very_low,75,9,5,4
17031803017,2006-2007,very_low,4,1,1,0
17031151001,2006-2007,very_low,70,6,1,0
17031151002,2006-2007,very_low,218,14,7,1
17031160602,2006-2007,very_low,160,18,3,0
17031160502,2006-2007,very_low,88,4,4,0
17031140601,2006-2007,very_low,100,3,0,1
17031140701,2006-2007,very_low,97,9,0,0
17031140602,2006-2007,very_low,38,3,1,0
17031140702,2006-2007,very_low,156,5,3,3
17031140301,2006-2007,very_low,4,0,0,0
17031841800,2006-2007,very_low,478,34,22,2
17031842500,2006-2007,very_low,609,25,8,0
17031842600,2006-2007,very_low,449,48,9,8
17031842000,2006-2007,very_low,83,3,2,1
17031843500,2006-2007,very_low,117,7,2,1
17031843400,2006-2007,very_low,245,13,11,5
17031843200,2006-2007,very_low,470,147,20,3
17031803014,2006-2007,very_low,5,2,0,0
17031803015,2006-2007,very_low,1,0,0,0
17031802608,2006-2007,very_low,42,1,0,0
17031803013,2006-2007,very_low,6,0,0,0
17031802404,2006-2007,very_low,1,0,0,0
17031140302,2006-2007,very_low,9,0,4,0
17031150402,2006-2007,very_low,34,3,2,1
17031110501,2006-2007,very_low,30,5,2,0
17031110502,2006-2007,very_low,160,10,12,0
17031760802,2006-2007,very_low,65,5,2,0
17031150502,2006-2007,very_low,138,12,6,2
17031150401,2006-2007,very_low,216,18,11,0
17031150501,2006-2007,very_low,137,7,2,1
17031842900,2006-2007,very_low,618,20,26,12
17031841900,2006-2007,very_low,366,67,83,3
17031843100,2006-2007,very_low,351,22,11,3
17031843000,2006-2007,very_low,547,35,15,9
17031843300,2006-2007,very_low,166,7,10,1
17031842100,2006-2007,very_low,867,45,29,8
17031802003,2006-2007,very_low,3,0,0,0
17031802004,2006-2007,very_low,1,0,0,0
17031802505,2006-2007,very_low,26,3,1,0
17031802506,2006-2007,very_low,1,0,0,0
17031802609,2006-2007,very_low,16,2,0,0
17031802610,2006-2007,very_low,,,,
17031080201,2006-2007,very_low,,,,
17031080202,2006-2007,very_low,106,6,0,0
17031070101,2006-2007,very_low,10,0,0,0
17031063301,2006-2007,very_low,,,,
17031070102,2006-2007,very_low,,,,
17031063303,2006-2007,very_low,,,,
17031081201,2006-2007,very_low,1,0,0,0
17031081202,2006-2007,very_low,1,0,0,0
17031031501,2006-2007,very_low,597,38,20,1
17031031502,2006-2007,very_low,1147,65,37,4
17031040402,2006-2007,very_low,151,26,3,0
17031220702,2006-2007,very_low,362,17,23,2
17031842200,2006-2007,very_low,614,58,47,3
